ID,City,Parent Product Line,Product Line,Source of Contact,Sales Stage,Sales Team
4666,SIDDAPUR,Punch,Punch Adventure,Showroom Walk-in,07 Closed Lost,RB10_3009550
4667,BALKUR,Nexon,Nexon (P) XM (S),Showroom Walk-in,07 Closed Lost,RB10_3009550
4668,CHITPADY,Nexon,Nexon (D) XM New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4669,NITTUR,Punch,Punch Adventure Rhythm,Showroom Walk-in,07 Closed Lost,RB10_3009550
4670,MOODABETTU,Nexon EV,Nexon EV XZ+ Lux,Showroom Walk-in,07 Closed Lost,RB10_3009550
4671,NITTUR,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4672,ANANTH NAGAR,Harrier,Harrier XT New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4673,SHIMOGA,Tiago,Tiago (P) XZ+ DT New,External Leads-Web,07 Closed Lost,RB10_3009550
4674,UDUPI,Altroz,Altroz XTA 1.2 P Dark,Showroom Walk-in,07 Closed Lost,RB10_3009550
4675,UDUPI,Nexon,Nexon (D) XZ+ (O) New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4676,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4677,DURGA,Punch,Punch Adventure Rhythm,Showroom Walk-in,06 Sale Closed,RB10_3009550
4678,BASRUR,Nexon,Nexon (P) XM New,Call to Dealer,07 Closed Lost,RB10_3009550
4679,BAIKADY,Nexon,Nexon (D) XM New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4680,JAMKHANDI,Punch,Punch Creative AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4681,UDUPI,Altroz,Altroz XZA (O) 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4682,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4683,UDUPI,Tigor,Tigor XZ+ CNG,External Leads-Web,07 Closed Lost,RB10_3009550
4684,PANDUBETTU,Tiago,Tiago (P) XTO,Call to Dealer,07 Closed Lost,RB10_3009550
4685,108 KALTHUR,Nexon,Nexon (D) XZ+ (O) Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4686,KURKAL,Tiago,Tiago XT CNG,Showroom Walk-in,06 Sale Closed,RB10_3009550
4687,BELLAL,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,06 Sale Closed,RB10_3009550
4688,KOTESHWAR,Harrier,Harrier XZA+ KZR,Showroom Walk-in,06 Sale Closed,RB10_3009550
4689,108 KALTHUR,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4690,AMBALPADI,Nexon,Nexon (P) XM+ (S),Call to Dealer,07 Closed Lost,RB10_3009550
4691,TENKANIDYOOR,Nexon,Nexon (P) XZ New,Call to Dealer,07 Closed Lost,RB10_3009550
4692,UTTARA KANNADA,Nexon,Nexon (D) XMA New,External Leads-Web,07 Closed Lost,RB10_3009550
4693,INDUSTRIAL AREA,Punch,Punch Accomplish AMT,Showroom Walk-in,07 Closed Lost,RB10_3009550
4694,BIMA NAGAR,Tiago,Tiago (P) XTO,Showroom Walk-in,07 Closed Lost,RB10_3009550
4695,KINNIMULKI,Safari 2.0,Safari XZA+,Call to Dealer,07 Closed Lost,RB10_3009550
4696,UDUPI,Nexon,Nexon (P) XZA+ New,Call to Dealer,02a Pink Form,RB10_3009550
4697,UTTARA KANNADA,Safari 2.0,Safari XMA,External Leads-Web,07 Closed Lost,RB10_3009550
4698,108 KALTHUR,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,RB10_3009550
4699,108 KALTHUR,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4700,108 KALTHUR,Tigor,Tigor (P) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4701,SHANTHI NAGAR,Harrier,Harrier XT+ Dark Edition,Showroom Walk-in,07 Closed Lost,RB10_3009550
4702,KIDIYOOR,Tiago,Tiago (P) XT New,Call to Dealer,07 Closed Lost,RB10_3009550
4703,ALEVOOR,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4704,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4705,52 HEROOR,Punch,Punch KZR AMT,Showroom Walk-in,02a Pink Form,RB10_3009550
4706,HEJAMADI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4707,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4708,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4709,BASRUR,Nexon,Nexon (D) XZ+ (O) Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4710,AMBALPADY (OG),Nexon,Nexon (P) XM+ (S),Showroom Walk-in,07 Closed Lost,RB10_3009550
4711,TENKANIDYOOR,Tiago,Tiago (P) XTO,Call to Dealer,07 Closed Lost,RB10_3009550
4712,KUNDAPURA,Punch,Punch Adventure,Call to Dealer,07 Closed Lost,RB10_3009550
4713,UDUPI,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4714,MARNE,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4715,UDUPI,Punch,Punch Adventure AMT,Call to Dealer,07 Closed Lost,RB10_3009550
4716,UDUPI,Punch,Punch KZR,External Leads-Web,07 Closed Lost,RB10_3009550
4717,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4718,HEBRI,Nexon,Nexon (D) XZ+,External Leads-Web,01 Contacted,RB10_3009550
4719,CHIKMAGALUR,Safari 2.0,Safari XE,External Leads-Web,07 Closed Lost,RB10_3009550
4720,108 KALTHUR,Altroz,Altroz XM+ 1.5 D,External Leads-Web,07 Closed Lost,RB10_3009550
4721,SALIGRAM,Tiago,Tiago (P) NRG,External Leads-Web,07 Closed Lost,RB10_3009550
4722,KUNJIBETTU,Altroz,Altroz XTA 1.2 P,Call to Dealer,07 Closed Lost,RB10_3009550
4723,CHARA,Punch,Punch Creative,Showroom Walk-in,06 Sale Closed,RB10_3009550
4724,HEBRI,Nexon,Nexon (D) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4725,ANKOLA,Punch,Punch KZR IRA,External Leads-Web,07 Closed Lost,RB10_3009550
4726,ULTHOOR,Nexon,Nexon (P) XM New,External Leads-Web,06 Sale Closed,RB10_3009550
4727,KINNIMULKI,Nexon,Nexon (D) XM New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4728,AMPAR,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4729,52 HEROOR,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4730,SHIVAMOGGA,Tiago,Tiago (P) XZ+ DT New,Call to Dealer,07 Closed Lost,RB10_3009550
4731,HEJAMADI,Punch,Punch Adventure AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4732,AMBALPADI,Nexon,Nexon (P) XM+ (S),Call to Dealer,07 Closed Lost,RB10_3009550
4733,HEJAMADI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4734,UDUPI,Tiago,Tiago (P) XTO,Call to Dealer,07 Closed Lost,RB10_3009550
4735,AJRI,Tigor,Tigor (P) XMA New,External Leads-Web,07 Closed Lost,RB10_3009550
4736,CHARA,Punch,Punch Creative,External Leads-Web,07 Closed Lost,RB10_3009550
4737,GUDDEHALLI,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4738,UDUPI,Altroz,Altroz XZ 1.2 P Urban,Call to Dealer,07 Closed Lost,RB10_3009550
4739,MANGALORE,Punch,Punch Adventure Rhythm AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4740,MANGALORE,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4741,UDUPI,Safari 2.0,Safari XT+,Call to Dealer,07 Closed Lost,RB10_3009550
4742,JAMKHANDI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4743,38 KALTHUR,Tiago,Tiago XE CNG,External Leads-Web,07 Closed Lost,RB10_3009550
4744,UDUPI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4745,33 SHIROOR,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4746,BENGALURU RURAL,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4747,UPPOOR,Tiago,Tiago (P) XT New,Call to Dealer,07 Closed Lost,RB10_3009550
4748,TENKANIDYOOR,Tiago,Tiago (P) XZ+ DT New,Call to Dealer,07 Closed Lost,RB10_3009550
4749,KALMADI,Safari 2.0,Safari XZ+,Referral,07 Closed Lost,RB10_3009550
4750,UDUPI,Tiago,Tiago (P) XT New,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4751,UDUPI,Nexon,Nexon (P) XM (S),Showroom Walk-in,07 Closed Lost,RB10_3009550
4752,BALKUDRU,Nexon,Nexon (P) XZ+ New,Cold Calling,07 Closed Lost,RB10_3009550
4753,HEBRI,Harrier,Harrier XZ+ Dark Edition New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4754,NITTUR,Altroz,Altroz XZ+ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4755,BIMA NAGAR,Nexon,Nexon (P) XZA+ DT HS,Cold Calling,07 Closed Lost,RB10_3009550
4756,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4757,INDRA NAGAR,Altroz,Altroz XM+ 1.5 D,Showroom Walk-in,07 Closed Lost,RB10_3009550
4758,NITTUR,Safari 2.0,Safari XZA+,Showroom Walk-in,07 Closed Lost,RB10_3009550
4759,NITTUR,Nexon,Nexon (P) XZ+ P,Events,07 Closed Lost,RB10_3009550
4760,BADA,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,02a Pink Form,RB10_3009550
4761,SANTHEKATTE,Punch,Punch Creative,Showroom Walk-in,07 Closed Lost,RB10_3009550
4762,UDUPI,Punch,Punch Accomplish,Showroom Walk-in,02a Pink Form,RB10_3009550
4763,UDUPI,Harrier,Harrier XT New,External Leads-Web,07 Closed Lost,RB10_3009550
4764,HANUMANTHA NAGAR,Tiago,Tiago P NRG,External Leads-Dealer Website,02a Pink Form,RB10_3009550
4765,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4766,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4767,CHITPADY,Altroz,Altroz XM+ 1.2 P,Call to Dealer,07 Closed Lost,RB10_3009550
4768,KONAJE,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4769,41 SHIROOR,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4770,AJRI,Nexon,Nexon (D) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,RB10_3009550
4771,108 KALTHUR,Altroz,Altroz XT 1.5 D,External Leads-Web,07 Closed Lost,RB10_3009550
4772,108 KALTHUR,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4773,UDUPI,Nexon,Nexon (D) XZ+ P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4774,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4775,UDUPI,Punch,Punch Adventure AMT,Call to Dealer,07 Closed Lost,RB10_3009550
4776,KAPU,Tiago,Tiago (P) XTO,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4777,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4778,108 KALTHUR,Nexon,Nexon (D) XM+ (S),External Leads-Web,07 Closed Lost,RB10_3009550
4779,UDUPI,Safari 2.0,Safari XE,External Leads-Web,07 Closed Lost,RB10_3009550
4780,ATTUR,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4781,UTTARA KANNADA,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4782,UTTAR KANNADA,Punch,Punch Accomplish Dazzle AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4783,KUNDAPURA,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4784,ALEVOOR,Tiago,Tiago (P) XT NRG,External Leads-Web,07 Closed Lost,RB10_3009550
4785,UDUPI,Nexon,Nexon (D) XM (S),External Leads-Web,07 Closed Lost,RB10_3009550
4786,UDUPI,Punch,Punch KZR,External Leads-Web,07 Closed Lost,RB10_3009550
4787,MANGALORE,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4788,BIMA NAGAR,Tiago,Tiago (P) XT New,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4789,UDUPI,Nexon,Nexon (P) XZ+ P Dark,Showroom Walk-in,07 Closed Lost,RB10_3009550
4790,STAGE 2,Nexon,Nexon (D) XZ+ DT P,Call to Dealer,07 Closed Lost,RB10_3009550
4791,UDUPI,Safari 2.0,Safari XT+,Call to Dealer,06 Sale Closed,RB10_3009550
4792,KERGAL,Altroz,Altroz XZ 1.2 P,Call to Dealer,06 Sale Closed,RB10_3009550
4793,KAPU,Tiago,Tiago P NRG,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4794,AMBALPADI,Tiago,Tiago (P) XT New,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4795,UDUPI,Altroz,Altroz XE 1.2 P,Call Centre_Prospects,07 Closed Lost,RB10_3009550
4796,UDUPI,Altroz,Altroz XTA 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4797,UDYAVARA,Punch,Punch KZR AMT,Showroom Walk-in,06 Sale Closed,RB10_3009550
4798,UDUPI,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4799,KINNIMULKI,Tiago,Tiago (P) XTA New,Events,07 Closed Lost,RB10_3009550
4800,THENKPETE,Nexon,Nexon (P) XZ+ P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4801,PEJAMANGOOR,Nexon EV,Nexon EV XZ+,Showroom Walk-in,02a Pink Form,RB10_3009550
4802,THENKPETE,Nexon,Nexon (P) XZ+ P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4803,UDUPI,Punch,Punch Adventure AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4804,33 SHIROOR,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4805,SIDDAPUR,Nexon,Nexon (P) XM New,Cold Calling,03 Open Yellow / Booked,RB10_3009550
4806,KIRIMANJESHWAR,Altroz,Altroz XZA+ 1.2 P Dark,Cold Calling,06 Sale Closed,RB10_3009550
4807,UTTARA KANNADA,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4808,AJRI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4809,KURKAL,Tiago,Tiago XT CNG,Showroom Walk-in,02a Pink Form,RB10_3009550
4810,HEBRI,Nexon,Nexon (P) XZA+ New,External Leads-Dealer Website,03 Open Yellow / Booked,RB10_3009550
4811,KANAJARU,Nexon,Nexon (P) XM New,Showroom Walk-in,06 Sale Closed,RB10_3009550
4812,UDUPI,Punch,Punch Creative IRA AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4813,UDUPI,Tigor,Tigor XZ CNG,Showroom Walk-in,07 Closed Lost,RB10_3009550
4814,HEJAMADI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4815,KATAPADY,Punch,Punch Adventure,Showroom Walk-in,06 Sale Closed,RB10_3009550
4816,INDRA NAGAR,Harrier,Harrier XE New,Events,07 Closed Lost,RB10_3009550
4817,KODAVOOR,Punch,Punch Creative,Showroom Walk-in,02a Pink Form,RB10_3009550
4818,ADI UDUPI,Tigor,Tigor XZ CNG,External Leads-Web,07 Closed Lost,RB10_3009550
4819,KUNDAPURA,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4820,UDUPI,Altroz,Altroz XZ+ TC 1.2 P Dark,Cold Calling,07 Closed Lost,RB10_3009550
4821,108 KALTHUR,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4822,108 KALTHUR,Nexon,Nexon (D) XM+ (S),External Leads-Web,07 Closed Lost,RB10_3009550
4823,BENGALURU,Harrier,Harrier XT+,Call to Dealer,07 Closed Lost,RB10_3009550
4824,2ND COLONY,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4825,102 NEKKILADY,Safari 2.0,Safari XE,External Leads-Web,07 Closed Lost,RB10_3009550
4826,MANGALORE,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4827,108 KALTHUR,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4828,UDUPI,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4829,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4830,UDUPI,Punch,Punch Creative IRA AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4831,IRODY,Tiago,Tiago XZ+ CNG,Showroom Walk-in,02a Pink Form,RB10_3009550
4832,KUTHPADY,Tiago,Tiago (P) XTO,Call to Dealer,07 Closed Lost,RB10_3009550
4833,HEBRI,Nexon,Nexon (D) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,RB10_3009550
4834,NITTUR,Altroz,Altroz XM+ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4835,UDUPI,Altroz,Altroz XT 1.2 P,Call to Dealer,07 Closed Lost,RB10_3009550
4836,BENGALURU,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4837,UDUPI,Nexon,Nexon (D) XZ+ HS,Call to Dealer,07 Closed Lost,RB10_3009550
4838,CHITPADY,Nexon,Nexon (D) XM New,Call to Dealer,07 Closed Lost,RB10_3009550
4839,HANUMANTHA NAGAR,Tiago,Tiago P NRG,External Leads-Dealer Website,02a Pink Form,RB10_3009550
4840,BENGALURU NORTH,Harrier,Harrier XZ+ New,Call to Dealer,07 Closed Lost,RB10_3009550
4841,UDUPI,Harrier,Harrier XT+,Call to Dealer,07 Closed Lost,RB10_3009550
4842,UDUPI,Punch,Punch Adventure,Call to Dealer,07 Closed Lost,RB10_3009550
4843,UDUPI,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4844,UDUPI,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4845,MOLAHALLI,Harrier,Harrier XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4846,UDUPI,Harrier,Harrier XT+,Call to Dealer,07 Closed Lost,RB10_3009550
4847,UDUPI,Tigor,Tigor (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4848,BIMA NAGAR,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4849,AJRI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4850,AGASARAKOPPA,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4851,33 SHIROOR,Nexon,Nexon (P) XM (S),External Leads-Web,07 Closed Lost,RB10_3009550
4852,UDUPI,Nexon,Nexon (P) XZ+ DT P,Call to Dealer,07 Closed Lost,RB10_3009550
4853,KAPU,Tigor,Tigor (P) XZ+ DT New,Call to Dealer,07 Closed Lost,RB10_3009550
4854,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4855,UDUPI,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4856,SAGAR,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,RB10_3009550
4857,BALKUDRU,Nexon,Nexon (P) XZ+ New,External Leads-Dealer Website,02a Pink Form,RB10_3009550
4858,AJRI,Punch,Punch Adventure, External Leads - SSS Self,07 Closed Lost,RB10_3009550
4859,CHITPADY,Harrier,Harrier XTA+,Digital Lead-Dealer,07 Closed Lost,RB10_3009550
4860,UDUPI,Nexon,Nexon (P) XM New,Call to Dealer,07 Closed Lost,RB10_3009550
4861,UTTAR KANNADA,Altroz,Altroz XZ+ 1.2 P Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4862,KAPU,Punch,Punch Creative,Call to Dealer,07 Closed Lost,RB10_3009550
4863,52 HEROOR,Punch,Punch Adventure Rhythm,Call to Dealer,03 Open Yellow / Booked,RB10_3009550
4864,UDUPI,Tiago,Tiago (P) XZ+ DT New,Call to Dealer,07 Closed Lost,RB10_3009550
4865,UDUPI,Nexon,Nexon (P) XZA+ P,Call to Dealer,07 Closed Lost,RB10_3009550
4866,SAGAR,Nexon,Nexon (P) XZ+ P,Call to Dealer,07 Closed Lost,RB10_3009550
4867,PADUVARI,Tiago,Tiago (P) XZ+ New,Showroom Walk-in,06 Sale Closed,RB10_3009550
4868,MANGALORE,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4869,KUNDAPURA,Altroz,Altroz XT 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4870,JARKALA,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,07 Closed Lost,RB10_3009550
4871,UDUPI,Punch,Punch Creative,External Leads-Web,07 Closed Lost,RB10_3009550
4872,BADAGABETTU (NO. 80),Punch,Punch Adventure,Showroom Walk-in,02a Pink Form,RB10_3009550
4873,HOMBADY-MANDADI,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,RB10_3009550
4874,KUNDAPURA,Nexon,Nexon (P) XZ+ Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4875,KARKALA,Nexon,Nexon (D) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4876,UDUPI,Tigor,Tigor (P) XZ New,External Leads-Web,07 Closed Lost,RB10_3009550
4877,UDUPI,Punch,Punch Creative,Showroom Walk-in,06 Sale Closed,RB10_3009550
4878,RAYEE,Nexon,Nexon (P) XZA+ P,Call to Dealer,03 Open Yellow / Booked,RB10_3009550
4879,UDUPI,Punch,Punch Adventure,External Leads-Web,07 Closed Lost,RB10_3009550
4880,ABBALATHI,Punch,Punch KZR IRA AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4881,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4882,UDUPI,Altroz,Altroz XZ+ 1.5 D Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4883,UDUPI,Nexon,Nexon (P) XZA+ Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4884,KAPU,Tiago,Tiago (P) XT New,Call to Dealer,07 Closed Lost,RB10_3009550
4885,BOMMARABETTU,Altroz,Altroz XZ 1.2 P,Showroom Walk-in,06 Sale Closed,RB10_3009550
4886,UDUPI,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4887,UDUPI,Nexon,Nexon (D) XZ+ DT (O) New,External Leads-Web,07 Closed Lost,RB10_3009550
4888,AMBALPADI,Punch,Punch Adventure,Call to Dealer,07 Closed Lost,RB10_3009550
4889,UDUPI,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,RB10_3009550
4890,38 KALTHUR,Punch,Punch Accomplish Dazzle AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4891,UDUPI,Safari 2.0,Safari XT+,External Leads-Web,07 Closed Lost,RB10_3009550
4892,UDUPI,Nexon,Nexon (P) XZA+ P,Call to Dealer,07 Closed Lost,RB10_3009550
4893,41 SHIROOR,Nexon,Nexon (P) XZ+ New,External Leads-Web,06 Sale Closed,RB10_3009550
4894,SHIVAMOGGA,Punch,Punch Adventure Rhythm,Call to Dealer,07 Closed Lost,RB10_3009550
4895,KUNJIBETTU,Tigor,Tigor (P) XM New,Showroom Walk-in,06 Sale Closed,RB10_3009550
4896,UDUPI,Punch,Punch Adventure Rhythm AMT,Call to Dealer,06 Sale Closed,RB10_3009550
4897,UDUPI,Nexon,Nexon (D) XZ+ (O) Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4898,UDUPI,Nexon,Nexon (D) XZ+ (O) Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4899,UDUPI,Tigor EV,Tigor XM EV,Call to Dealer,07 Closed Lost,RB10_3009550
4900,UDUPI,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4901,UDUPI,Punch,Punch Adventure Rhythm AMT,Showroom Walk-in,03 Open Yellow / Booked,RB10_3009550
4902,INNA,Tiago,Tiago XT CNG,Showroom Walk-in,06 Sale Closed,RB10_3009550
4903,108 KALTHUR,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
4904,MANGALORE,Nexon,Nexon (P) XZA+ P,External Leads-Web,07 Closed Lost,RB10_3009550
4905,AGASARAKOPPA,Punch,Punch Adventure Rhythm,External Leads-Web,07 Closed Lost,RB10_3009550
4906,AJRI,Altroz,Altroz XT 1.5 D Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4907,ACHALADY,Punch,Punch Pure Rhythm,Call to Dealer,06 Sale Closed,RB10_3009550
4908,UDUPI,Tiago,Tiago (P) XT New,Call to Dealer,07 Closed Lost,RB10_3009550
4909,108 KALTHUR,Tiago,Tiago (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4910,KARKALA,Altroz,Altroz XE 1.2 P,External Leads-Web,07 Closed Lost,RB10_3009550
4911,UDUPI,Punch,Punch Adventure AMT,External Leads-Web,07 Closed Lost,RB10_3009550
4912,HEJAMADI,Safari 2.0,Safari XE,External Leads-Web,07 Closed Lost,RB10_3009550
4913,UDUPI,Safari 2.0,Safari XT+ Dark,External Leads-Web,07 Closed Lost,RB10_3009550
4914,UDUPI,Punch,Punch Creative,Call to Dealer,07 Closed Lost,RB10_3009550
4915,UDUPI,Nexon,Nexon (P) XM New,External Leads-Web,07 Closed Lost,RB10_3009550
4916,SHANKARAPURA,Nexon,Nexon (P) XZA+ HS,Cold Calling,06 Sale Closed,RB10_3009550
4917,BAILOOR,Nexon,Nexon (P) XZ+ New,Showroom Walk-in,07 Closed Lost,RB10_3009550
4918,UPPOOR,Nexon,Nexon (P) XM New,Referral,06 Sale Closed,RB10_3009550
4919,KAPU,Altroz,Altroz XT TC 1.2 P Dark,Events,07 Closed Lost,RB10_3009550
4920,CHITPADY,Tiago,Tiago (P) XZ+ New,Events,07 Closed Lost,RB10_3009550
4921,UDUPI,Nexon,Nexon (D) XM (S),External Leads-Web,07 Closed Lost,RB10_3009550
4922,KENJOOR,Nexon,Nexon (P) XZA+ New,Showroom Walk-in,06 Sale Closed,RB10_3009550
4923,ACHALADY,Tiago,Tiago (P) XTO,Showroom Walk-in,02a Pink Form,RB10_3009550
4924,BOMMARABETTU,Nexon,Nexon (D) XZ+ HS,Cold Calling,06 Sale Closed,RB10_3009550
4925,GANGOLLI,Tiago,Tiago (P) XZA+ New,Showroom Walk-in,02a Pink Form,RB10_3009550
4926,NADSAL,Punch,Punch Creative IRA AMT,Showroom Walk-in,06 Sale Closed,RB10_3009550
4927,UDUPI,Nexon,Nexon (P) XE New,External Leads-Web,07 Closed Lost,RB10_3009550
4928,UDUPI,Punch,Punch Accomplish,External Leads-Web,07 Closed Lost,RB10_3009550
4929,PANDESHWARA,Punch,Punch Creative,Showroom Walk-in,06 Sale Closed,RB10_3009550
4930,KUNDAPURA,Punch,Punch Pure,External Leads-Web,07 Closed Lost,RB10_3009550
